contractsn,MBA_technical,MBA_customer,MBA_Scheduling,MBA_Class,MBA_Service,mb_STV
51714189,0.0,0.0,0.0,0.0,0.0,0.0
51714089,0.0,0.0,0.0,0.0,0.0,0.0
51714125,0.0,0.0,0.0,0.0,0.0,0.0
51696000,0.0,0.0,0.0,0.0,0.0,0.0
51696005,0.0,0.0,0.0,0.0,0.0,0.0
51674629,0.0,0.0,0.0,0.0,0.0,0.0
51673537,0.0,0.0,0.0,0.0,0.0,0.0
51710798,0.0,0.0,0.0,0.0,0.0,0.0
51711016,0.0,0.0,0.0,0.0,0.0,0.0
51712752,0.0,0.0,0.0,0.0,0.0,0.0
51712645,0.0,0.0,0.0,0.0,0.0,0.0
51712677,0.0,0.0,0.0,0.0,0.0,0.0
51712770,0.0,0.0,0.0,0.0,0.0,0.0
51709865,0.0,0.0,0.0,0.0,0.0,0.0
51712438,0.0,0.0,0.0,0.0,1.0,1.0
51712323,0.0,0.0,0.0,0.0,0.0,0.0
51712338,0.0,0.0,0.0,0.0,0.0,0.0
51705076,0.0,0.0,0.0,0.0,0.0,0.0
51709252,0.0,0.0,0.0,0.0,0.0,0.0
51712573,0.0,0.0,0.0,0.0,0.0,0.0
51711951,0.0,0.0,0.0,0.0,0.0,0.0
51712682,0.0,0.0,0.0,0.0,0.0,0.0
51665108,0.0,0.0,0.0,0.0,0.0,0.0
51706677,0.0,0.0,0.0,0.0,0.0,0.0
51712953,0.0,0.0,0.0,0.0,0.0,0.0
51667122,0.0,1.0,0.0,0.0,0.0,1.0
51711881,0.0,0.0,0.0,0.0,0.0,0.0
51712149,0.0,0.0,0.0,0.0,0.0,0.0
51712464,0.0,0.0,0.0,0.0,0.0,0.0
51712117,0.0,0.0,0.0,0.0,0.0,0.0
51711703,0.0,0.0,0.0,0.0,0.0,0.0
51711803,0.0,0.0,0.0,0.0,0.0,0.0
51712375,0.0,0.0,0.0,0.0,0.0,0.0
51712672,0.0,0.0,0.0,0.0,0.0,0.0
51712044,0.0,0.0,0.0,0.0,0.0,0.0
51712069,0.0,0.0,0.0,0.0,0.0,0.0
51712276,0.0,0.0,0.0,0.0,0.0,0.0
51712471,0.0,0.0,0.0,0.0,0.0,0.0
51712510,0.0,0.0,0.0,0.0,0.0,0.0
51712776,0.0,0.0,0.0,0.0,0.0,0.0
51668224,0.0,0.0,0.0,0.0,0.0,0.0
51710658,0.0,0.0,0.0,0.0,0.0,0.0
51710314,0.0,0.0,0.0,0.0,0.0,0.0
51709872,0.0,0.0,0.0,0.0,0.0,0.0
51711815,0.0,0.0,0.0,0.0,0.0,0.0
51711761,0.0,0.0,0.0,0.0,0.0,0.0
51710989,0.0,0.0,0.0,0.0,0.0,0.0
51710167,0.0,0.0,0.0,0.0,0.0,0.0
51711645,0.0,0.0,0.0,0.0,0.0,0.0
51712393,0.0,0.0,0.0,0.0,0.0,0.0
51712429,0.0,0.0,0.0,0.0,0.0,0.0
51712279,0.0,0.0,0.0,0.0,0.0,0.0
51710128,0.0,0.0,0.0,0.0,0.0,0.0
51706673,0.0,0.0,0.0,0.0,0.0,0.0
51715505,0.0,0.0,0.0,0.0,0.0,0.0
51715522,0.0,0.0,0.0,0.0,0.0,0.0
51677231,0.0,0.0,0.0,0.0,0.0,0.0
51661719,0.0,0.0,0.0,0.0,0.0,0.0
51717150,0.0,0.0,0.0,0.0,0.0,0.0
51717225,0.0,0.0,0.0,0.0,0.0,0.0
51717282,0.0,0.0,0.0,0.0,0.0,0.0
51717314,0.0,0.0,0.0,0.0,0.0,0.0
51717364,0.0,0.0,0.0,0.0,0.0,0.0
51716733,0.0,0.0,0.0,0.0,0.0,0.0
51717088,0.0,0.0,0.0,0.0,0.0,0.0
51715774,0.0,0.0,0.0,0.0,0.0,0.0
51713553,0.0,0.0,0.0,0.0,0.0,0.0
51715968,0.0,0.0,0.0,0.0,0.0,0.0
51715982,0.0,0.0,0.0,0.0,0.0,0.0
51715842,0.0,0.0,0.0,0.0,0.0,0.0
51717096,0.0,0.0,0.0,0.0,0.0,0.0
51717328,0.0,0.0,0.0,0.0,0.0,0.0
51714518,0.0,0.0,0.0,0.0,0.0,0.0
51710602,0.0,0.0,0.0,0.0,0.0,0.0
51707745,0.0,0.0,0.0,0.0,0.0,10797.0
51707859,0.0,0.0,0.0,0.0,0.0,0.0
51708228,0.0,0.0,0.0,0.0,0.0,0.0
51708431,0.0,0.0,0.0,0.0,0.0,0.0
51709210,0.0,0.0,0.0,0.0,0.0,0.0
51709578,0.0,0.0,0.0,0.0,0.0,0.0
51708628,0.0,0.0,0.0,0.0,0.0,0.0
51709803,0.0,1.0,0.0,0.0,0.0,1.0
51693087,0.0,0.0,0.0,0.0,0.0,0.0
51708760,0.0,0.0,0.0,0.0,0.0,0.0
51710332,0.0,0.0,0.0,0.0,0.0,0.0
51708567,0.0,0.0,0.0,0.0,0.0,0.0
51701565,0.0,0.0,0.0,0.0,0.0,0.0
51675906,0.0,0.0,0.0,1.0,0.0,1.0
51676665,0.0,0.0,0.0,0.0,0.0,0.0
51671711,0.0,0.0,0.0,0.0,0.0,0.0
51667355,0.0,0.0,0.0,0.0,0.0,0.0
51667498,0.0,0.0,0.0,0.0,1.0,0.0
51668423,0.0,0.0,0.0,0.0,0.0,0.0
51675194,0.0,0.0,0.0,0.0,0.0,0.0
51673841,0.0,1.0,0.0,0.0,0.0,1.0
51678835,0.0,0.0,0.0,0.0,0.0,0.0
51656989,0.0,0.0,0.0,0.0,0.0,0.0
51678106,0.0,1.0,0.0,0.0,0.0,0.0
51677914,0.0,0.0,0.0,0.0,0.0,0.0
51652593,0.0,0.0,0.0,0.0,0.0,0.0
51652358,0.0,0.0,0.0,0.0,0.0,0.0
51649656,0.0,0.0,0.0,0.0,0.0,0.0
51649688,0.0,0.0,0.0,0.0,0.0,0.0
51680400,0.0,0.0,0.0,0.0,0.0,0.0
51612204,0.0,0.0,0.0,0.0,0.0,0.0
51669777,0.0,0.0,0.0,0.0,0.0,0.0
51677573,0.0,0.0,0.0,0.0,0.0,0.0
51652759,0.0,0.0,0.0,0.0,0.0,0.0
51671914,0.0,0.0,0.0,0.0,0.0,0.0
51672820,0.0,0.0,0.0,0.0,0.0,0.0
51660517,0.0,0.0,0.0,0.0,0.0,0.0
51675072,0.0,0.0,0.0,0.0,0.0,0.0
51673998,0.0,0.0,0.0,0.0,0.0,0.0
51660640,0.0,0.0,0.0,0.0,0.0,0.0
51663016,0.0,0.0,0.0,0.0,0.0,34691.67
51663027,0.0,0.0,0.0,0.0,0.0,0.0
51638979,0.0,1.0,0.0,0.0,0.0,1.0
51638998,0.0,0.0,0.0,0.0,0.0,0.0
51629214,0.0,0.0,0.0,0.0,0.0,0.0
51629135,1.0,0.0,0.0,0.0,0.0,1.0
51629505,0.0,0.0,0.0,0.0,0.0,0.0
51629588,0.0,1.0,0.0,0.0,0.0,1.0
51636774,0.0,0.0,0.0,0.0,0.0,0.0
51637159,0.0,1.0,0.0,0.0,0.0,1.0
51632569,0.0,0.0,0.0,1.0,0.0,1.0
51633784,0.0,0.0,0.0,0.0,0.0,0.0
51616448,0.0,0.0,0.0,0.0,0.0,0.0
51616984,0.0,1.0,0.0,0.0,0.0,1.0
51617250,0.0,0.0,0.0,2.0,0.0,1.0
51619463,0.0,0.0,0.0,0.0,0.0,0.0
51619933,0.0,0.0,0.0,0.0,0.0,0.0
51619500,0.0,0.0,0.0,0.0,1.0,1.0
51620240,0.0,0.0,0.0,0.0,0.0,0.0
51602158,0.0,0.0,0.0,1.0,0.0,1.0
51604799,0.0,2.0,0.0,0.0,0.0,1.0
51616646,0.0,1.0,0.0,0.0,0.0,1.0
51618081,0.0,0.0,0.0,0.0,1.0,1.0
51618100,0.0,1.0,0.0,0.0,0.0,1.0
51618167,0.0,1.0,0.0,0.0,0.0,1.0
51618432,0.0,0.0,0.0,0.0,0.0,0.0
51618632,0.0,0.0,0.0,0.0,0.0,0.0
51613847,0.0,0.0,0.0,0.0,0.0,0.0
51609494,0.0,0.0,0.0,0.0,0.0,0.0
51610123,0.0,0.0,0.0,0.0,0.0,0.0
51605585,0.0,0.0,0.0,0.0,0.0,0.0
51626158,1.0,0.0,0.0,0.0,0.0,0.0
51625264,0.0,1.0,0.0,0.0,0.0,1.0
51625532,0.0,0.0,0.0,0.0,0.0,0.0
51610555,0.0,0.0,0.0,0.0,0.0,0.0
51611835,0.0,0.0,0.0,0.0,0.0,0.0
51623247,0.0,0.0,0.0,0.0,0.0,0.0
51623379,0.0,0.0,0.0,1.0,0.0,0.0
51607955,0.0,0.0,0.0,0.0,0.0,0.0
51623048,0.0,0.0,0.0,0.0,0.0,0.0
51608945,0.0,1.0,0.0,0.0,0.0,0.0
51608977,0.0,0.0,0.0,2.0,0.0,1.0
51606489,0.0,0.0,0.0,0.0,0.0,41685.0
51602524,0.0,0.0,0.0,0.0,0.0,0.0
51606160,0.0,0.0,0.0,0.0,0.0,0.0
51606271,0.0,0.0,0.0,0.0,0.0,0.0
51606360,0.0,0.0,0.0,0.0,0.0,0.0
51620432,0.0,0.0,1.0,0.0,0.0,0.0
51620668,0.0,1.0,0.0,0.0,0.0,1.0
51579867,0.0,1.0,0.0,0.0,0.0,1.0
51626209,0.0,0.0,0.0,0.0,0.0,0.0
51632051,0.0,1.0,0.0,0.0,0.0,1.0
51632244,0.0,0.0,0.0,0.0,1.0,1.0
51632429,0.0,1.0,0.0,0.0,0.0,1.0
51632563,0.0,0.0,0.0,0.0,1.0,1.0
51630617,0.0,0.0,0.0,0.0,0.0,0.0
51631518,0.0,1.0,0.0,0.0,0.0,1.0
51631617,0.0,0.0,0.0,0.0,0.0,0.0
51627827,0.0,0.0,0.0,0.0,0.0,0.0
